11;Dans quelle ville des États-Unis se trouve le bureau de Mulder et Scully ?;Washington;Dallas;Los Angeles;New York;Confirmé;Fox Mulder est un homme qui voue une véritable passion à tout ce qui touche au paranormal.;http://fr.wikipedia.org/wiki/Fox_Mulder
12;Quelle aventurière de fiction a fait une apparition remarquée dans la série X-Files ?;Xena;Super Jamie;Buffy;Lara Croft;Confirmé;En 1995, avant de devenir Xena, Lucy Lawless est le personnage central de Peach, un court-métrage traitant de l'homosexualité.;http://fr.wikipedia.org/wiki/Lucy_Lawless
13;Dans X-Files, quel meurtrier abolit les foies de ses victimes ?;Tooms;Burks;Hosteen;Kritchek;Confirmé;Tous les 30 ans, Eugène Victor Tooms sort de son « hibernation » pour se nourrir du foie d'êtres humains.;http://fr.wikipedia.org/wiki/Personnages_de_X-Files_:_Aux_frontières_du_réel
14;Quel est le prénom de la sœur disparue de Fox Mulder dans la série X-Files ?;Samantha;Rita;Alicia;Joanna;Confirmé;Samantha Ann Mulder, née le 22 janvier 1964, est disparue le 27 novembre 1973 (Affaire non classée : dossier n° X-42053).;http://fr.wikipedia.org/wiki/Fox_Mulder
15;Combien de films ont été tirés de la série télévisée X-Files ?;2;3;1;Aucun;Confirmé;Les deux films sont The X-Files, le film de Rob S. Bowman, sorti en 1998, et X-Files : Régénération de Chris Carter, sorti en 2008.;http://fr.wikipedia.org/wiki/The_X-Files
16;Qui est le père de l'enfant de Scully dans la série télévisée X-Files ?;Mulder;Dogget;Kritchek;Skinner;Confirmé;Scully a une vie sentimentale et sociale assez terne, se retranchant le plus souvent dans ses expériences scientifiques et ses recherches.;http://fr.wikipedia.org/wiki/Dana_Scully
17;Quel personnage de la série X-Files a perdu un bras suite à l'inoculation d'un vaccin ?;Kritchek;Pendrell;Skinner;Monsieur X;Confirmé;Présenté comme un partenaire mais perçu comme un élément gênant par l'agent Fox Mulder, Alex Krycek s'avère être un traître.;http://fr.wikipedia.org/wiki/Alex_Krycek
18;De quelle maladie souffre Scully à partir de la saison 4 de la série X-Files ?;Un cancer;Un diabète;Une amnésie;Une sclérose;Confirmé;Scully a mis en doute ses croyances lorsqu'on lui diagnostiqua un cancer du cerveau, conséquence de son enlèvement.;http://fr.wikipedia.org/wiki/Dana_Scully
19;Quel est le nom du chien de Dana Scully de la série X-Files ?;Queequeg;Bobby;Gish;Fox;Confirmé;Plus jeune, le livre préféré de Dana Scully était Moby Dick, que son père prenait plaisir à lui lire très souvent.;http://fr.wikipedia.org/wiki/Dana_Scully
20;Dans X-FIles, quel membre du FBI est mort dans les bras de Scully ?;Agent Pendrell;Scott Blevins;Monica Reyes;Jeffrey Spender;Confirmé;L'agent Pendrell est un membre du laboratoire en sciences criminelles du FBI, qui assiste occasionnellement l'agent Dana Scully.;http://fr.wikipedia.org/wiki/Personnages_de_X-Files_:_Aux_frontières_du_réel
21;Comment se surnomment les trois amis paranoïaques de Mulder dans X-Files ?;Lone Gunmen;Lone Cowboys;Lone Rangers;Lone Stars;Expert;Ce trio est l'alliance improbable d'un bidouilleur en électronique, d'un pirate informatique et l'ex-salarié des télécommunications.;http://fr.wikipedia.org/wiki/The_Lone_Gunmen
22;Quel est le titre du dernier épisode de la série télévisée X-Files ?;La vérité est ici;La soif de savoir;La découverte;La Prophétie;Expert;Dans cet ultime épisode, la date de l'invasion coïncide avec le Calendrier maya et les prédictions pour décembre 2012.;http://fr.wikipedia.org/wiki/Saison_9_de_X-Files_:_Aux_frontières_du_réel
23;Quelle est le prénom de la fille de Scully dans la série X-Files ?;Emily;Janis;Emma;Diane;Expert;Interprétée par Lauren Diewold, cette petite fille (Emily Sim) apparaît dans le double épisode Emily de la saison 5 de la série.;http://fr.wikipedia.org/wiki/Personnages_de_X-Files_:_Aux_frontières_du_réel
24;De quelle université Mulder, de la série X-Files, est-il diplômé ?;Oxford;Manchester;Princeton;Yale;Expert;De 1983 à 1986, Fox Mulder étudie à Oxford en Angleterre et sort premier de sa promotion avec en poche son diplôme en psychologie.;http://fr.wikipedia.org/wiki/Fox_Mulder
25;Quelle actrice remplace Gillian Anderson dans les dernières saisons de X-Files ?;Annabeth Gish;Annabella Sciorra;Jolie Jenkins;Anna Faris;Expert;Elle est nommée pour ce rôle au Saturn Award de la meilleure actrice de télévision dans un second rôle en 2002.;http://fr.wikipedia.org/wiki/Annabeth_Gish
26;Qui enlève Scully pour la remettre aux aliens dans la saison 2 de X-Files ?;Duane Barry;Chuck Burks;Brad Follmer;Billy Miles;Expert;Dans l'épisode en question, c'est l'acteur lui-même qui a réalisé la cascade sur le toit du téléphérique, mettant sa propre vie en danger.;http://fr.wikipedia.org/wiki/Dana_Scully
27;Quel est le mot de passe de l'ordinateur de Mulder dans la série X-Files ?;Trustno1;Scully;Aliens;Samantha;Expert;Fox Mulder possède peu d'amis mais un bon nombre de contacts, ce qui lui est très utile durant l'ensemble de la série.;http://fr.wikipedia.org/wiki/Fox_Mulder
28;Quelle marque de cigarettes fume l'homme à la cigarette dans la série X-Files ?;Morley;Mighton;Marlac;On ne sait pas;Expert;Cette marque est apparue dans divers autres films de télévision et de cinéma, séries télévisées, et jeux vidéo.;http://fr.wikipedia.org/wiki/Morley_(cigarette)
29;Quel surnom a été donné à Scully par son père dans la série télévisée X-Files ?;Starbuck;Queequeg;Janis;La martienne;Expert;Fan du roman Moby Dick, il la surnommait « Starbuck » et Scully l'appelait en retour « Achab ».;http://fr.wikipedia.org/wiki/Dana_Scully
30;Quel épisode de X-Files diffusé en 1999 se répète à l'infini ?;Lundi;Réitération;Pour toujours;Jour J;Expert;Pris dans une boucle temporelle, Mulder doit empêcher une bombe d'exploser dans une banque pour y mettre fin.;http://fr.wikipedia.org/wiki/Saison_6_de_X-Files_:_Aux_frontières_du_réel
