4;Dans quelle ville utilise-t-on essentiellement les vaporetto, motoscafo et motonave ?;Venise;Rome;Naples;Milan;Débutant;Compte tenu du caractère très particulier de la ville de Venise, les vaporettos sont utilisés comme moyen de transport public.;http://fr.wikipedia.org/wiki/Vaporetto
5;Que portent aux mains de nombreux conducteurs de taxi au Japon ?;Des gants blancs;Des bagues;Des coups;Des baguettes;Débutant;Le mot taxi provient du taximètre, appareil destiné à mesurer le temps et la distance d'un trajet pour établir un montant à payer.;http://fr.wikipedia.org/wiki/Taxi
6;Combien de roues compte-t-on sur un samlo en Thaïlande ?;Trois;Deux;Quatre;Cinq;Débutant;Le samlo, qui signifie « trois roues » en thaïlandais, est un sorte de cyclo-pousse pouvant remorquer 1 ou 2 passagers.;http://fr.wikipedia.org/wiki/Tricycle
7;Contre quoi protègent les « roo bars » que portent les voitures en Australie ?;Des kangourous;Des serpents;Des aigles;Des éléphants;Débutant;Les roo bars sont en fait des barres de métal ou un cadre de barres de métal placés sur le devant d'un véhicule.;http://fr.wikipedia.org/wiki/Kangourou
8;Quelles marques de motos voit-on dans Easy Rider, de Dennis Hopper ?;Harley-Davidson;Boss Hoss;Polaris;Vectrix;Débutant;Ce road movie est très vite devenu un emblème de la génération hippie des années 1960-1970.;http://fr.wikipedia.org/wiki/Easy_Rider
9;Combien de temps dure la traversée en ferry qui vous emmène de Calais à Douvres ?;75 min;105 min;45 min;135 min;Débutant;Bien adapté au fret roulier, Calais reste encore à ce jour le premier port européen pour les échanges avec l'Angleterre.;http://fr.wikipedia.org/wiki/Ferry_(bateau)
10;Combien de pédales trouve-t-on sur sur la bicyclette baptisée « triplette » ?;Six;Quatre;Huit;Douze;Débutant;De la même manière qu'un tandem, les trois protagonistes sont assis l'un derrière l'autre et pédalent de manière synchrone.;http://fr.wikipedia.org/wiki/Triplette_(cycle)
11;Quel est le point commun des navires Waratah, Admiral Karpfanger et Sao Paolo ?;Portés disparus;Coulés;Bateaux musées;Croisières;Confirmé;Reinhold Werner, officier de marine, a écrit en 1900 Admiral Karpfanger. Eine Erzählung aus Hamburgs Vorzeit.;http://fr.wikipedia.org/wiki/Reinhold_von_Werner
12;Dans quel genre d’appareil est mort en 1968 l'astronaute russe Youri Gagarine ?;Un avion;Une navette;Une fusée;Une capsule;Confirmé;Youri Gagarine est le premier homme à avoir effectué un vol dans l'espace au cours de la mission Vostok 1 le 12 avril 1961.;http://fr.wikipedia.org/wiki/Youri_Gagarine
13;Combien de roues avait le premier véhicule automobile de Carl Benz ?;Trois;Quatre;Cinq;Six;Confirmé;Le Tricycle Benz 1, fabriqué par Carl Benz en 1885, est considéré comme la première automobile de l'histoire.;http://fr.wikipedia.org/wiki/Carl_Benz
14;Qu'a inventé l'ingénieur et industriel russo-américain Igor Sikorsky ?;L’hélicoptère;Le tracteur;L’avion;Le train;Confirmé;Sikorsky Aircraft Corporation, basée à Stratford, est encore aujourd'hui l'un des premiers hélicoptéristes mondiaux.;http://fr.wikipedia.org/wiki/Igor_Sikorsky
15;Quelle est l'altitude de croisière des appareils de la gamme Airbus A320 ?;10 000 m;7 000 m;13 000 m;4 000 m;Confirmé;L'A320-200 est la version la plus répandue de l'A320, disposant de winglets et d'une capacité en kérosène supérieure.;http://fr.wikipedia.org/wiki/Airbus_A320
16;Quelles seront les lettres qu'abordera l'arrière d'une voiture immatriculée en Suisse ?;CH;SU;SE;DK;Confirmé;Les codes ISO 3166-1 alpha-2 sont des codes pays de deux lettres définis dans la norme ISO 3166 (partie ISO 3166-1).;http://fr.wikipedia.org/wiki/ISO_3166-1_alpha-2
17;En quel bois sont faits les tableaux de bord des voitures de la marque Rolls-Royce ?;Noyer;Hêtre;Chêne;Sapin;Confirmé;« Chercher la perfection en tout. Prendre le meilleur de ce qui existe et l'améliorer. Et quand rien n'existe, le concevoir ».;http://fr.wikipedia.org/wiki/Rolls-Royce_Limited
18;Qu'est-ce qu'on ajoute à une moto pour qu'elle devienne un side-car ?;Un panier;Une selle;Deux roues;Un toit;Confirmé;Un pilote de side-car est souvent appelé « side-cariste », et son passager, le « singe » (surtout en compétition).;http://fr.wikipedia.org/wiki/Side-car
19;Quelle a été la première navette spatiale lancée du dos d'un Boeing 747 en 1977 ?;Enterprise;Columbia;Challenger;Discovery;Confirmé;Enterprise ou OV-101 (Orbital Vehicle-101) est aussi la première navette spatiale américaine construite pour la NASA.;http://fr.wikipedia.org/wiki/Enterprise_(navette_spatiale)
20;Comment circulaient les premières lettres par air aux USA en 1859 ?;En montgolfière;En avion;En hélicoptère;En fusée;Confirmé;Le maintien de la température de l'air dans une montgolfière nécessite l'emport d'un carburant et d'un brûleur.;http://fr.wikipedia.org/wiki/Montgolfière
21;Quel est le moyen de transport qui possède kiosque, coque et schnorkel ?;Le sous-marin;Le TGV;Le tracteur;Le side-car;Expert;L'usage civil du sous-marin concerne, pour l'essentiel, la recherche océanographique et l'exploitation pétrolière.;http://fr.wikipedia.org/wiki/Sous-marin
22;Quel est le verdoyant pays du Taxi Mauve de Michel Déon ?;L’Irlande;La Suisse;L’Australie;Le Brésil;Expert;Paru en 1973 aux éditions Gallimard, le roman a reçu le Grand prix du roman de l'Académie française la même année.;http://fr.wikipedia.org/wiki/Un_taxi_mauve_(roman)
23;Qu’était la Tucker '48, dont 51 exemplaires sont sortis à la fin des années 1940 ?;Une voiture;Une locomotive;Une fusée;Une motocyclette;Expert;Les difficultés s'étant multipliées, la production cesse bien avant les mille qui devaient sortir pour ce millésime.;http://fr.wikipedia.org/wiki/Tucker_'48
24;Que transportent les camions du film franco-italien Le Salaire de la peur ?;De la nitroglycérine;Des armes;Des migrants;De la drogue;Expert;C'est l'un des seuls films à avoir remporté la même année la Palme d'or du Festival de Cannes et l'Ours d'or au Festival de Berlin.;http://fr.wikipedia.org/wiki/Le_Salaire_de_la_peur
25;Que fabriquait Ferruccio Lamborghini avant de construire des voitures de luxe ?;Des tracteurs;Des avions;Des vélos;Des bateaux;Expert;Lamborghini fera fortune en moins de dix ans en fondant la société Lamborghini Trattori (« Tracteurs Lamborghini »).;http://fr.wikipedia.org/wiki/Ferruccio_Lamborghini
26;Comment s'appelait le bateau des 200 premiers immigrants aux États-Unis ?;Mayflower;America;Concord;Leeuwin;Expert;En 1620, il transportait des dissidents religieux anglais et d'autres Européens à la recherche d'un lieu pour pratiquer leur religion.;http://fr.wikipedia.org/wiki/Mayflower
27;De quelle couleur est le « T » du logo du métro de Stockholm ?;Bleue;Rouge;Orange;Verte;Expert;Le métro de Stockholm (Stockholms tunnelbana) est un ouvrage artistique mais aussi le seul métro de Suède.;http://fr.wikipedia.org/wiki/Métro_de_Stockholm
28;Quelle marque de voiture conduisait Grace Kelly quand elle trouva la mort ?;Une Rover;Une Mercedes;Une Rolls-Royce;Une Bentley;Expert;Elle meurt le 14 septembre 1982 sur la route de la Turbie qui avait servi de décor au film La Main au collet.;http://fr.wikipedia.org/wiki/Grace_Kelly
29;De quelle couleur étaient les premiers autobus roulant dans la ville de Genève ?;Orange;Verte;Bleue;Marron;Expert;Le réseau compte, en 2016, 50 lignes exploitées par 231 autobus appartenant aux Transports publics genevois.;http://fr.wikipedia.org/wiki/Autobus_de_Genève
30;Quel instrument de locomotion à deux roues était fort en vogue en 1818 ?;La draisienne;Le vélocipède;La michaudine;Le vélocar;Expert;Les anciennes draisiennes actuellement connues pèsent entre 17,3 kg (musée d'Apelborn) et 23 kg (musée de Munich).;http://fr.wikipedia.org/wiki/Draisienne1;Dans quel service de renseignement intérieur travaillent Mulder et Scully ?;FBI;CIA;NSA;CSI;Débutant;Les attributions du FBI incluent l'antiterrorisme, le contre-espionnage, le crime informatique et la médecine légale.;http://fr.wikipedia.org/wiki/X-Files_:_Aux_frontières_du_réel
2;Qui est le supérieur hiérarchique direct de Mulder et Scully dans X-Files ?;Walter Skinner;William Stabler;Wallace Sommer;Chris Carter;Débutant;Walter Skinner est un ancien marine qui a fait le Vietnam et en cela il est sévère, exigeant mais juste et honnête.;http://fr.wikipedia.org/wiki/Walter_Skinner
3;Qu'y a-t-il d'écrit sur la célèbre affiche qui se trouve dans le bureau de Fox Mulder ?;I want to believe;Do aliens exist ?;Are you scared ?;U.F.O.;Débutant;Intuitif et paranoïaque, Mulder est considéré comme étrange et excentrique par ses pairs, ce qui lui a valu le surnom de « Martien ».;http://fr.wikipedia.org/wiki/Fox_Mulder
4;Durant quelle saison apparaît pour la première fois l'homme à la cigarette dans X-Files ?;Saison 1;Saison 2;Saison 3;Saison 4;Débutant;De nature froide et solitaire à l'origine, la série le fait évoluer pour faire comprendre qu'il est le personnage incontournable du complot.;http://fr.wikipedia.org/wiki/L'homme_à_la_cigarette
5;Quelle était la profession de Scully avant de devenir agent du FBI dans X-Files ?;Médecin;Architecte;Avocate;Photographe;Débutant;Scully a échappé à de nombreuses reprises à la mort durant la série, et au moins 2 épisodes laissent penser qu'elle serait « immortelle »;http://fr.wikipedia.org/wiki/Dana_Scully
6;Combien de saisons compte la série télévisée X-Files : Aux frontières du réel ?;9;8;10;11;Débutant;La série décrit les différentes enquêtes des agents spéciaux du FBI Fox Mulder et Dana Scully sur des dossiers classés X ("X-Files").;http://fr.wikipedia.org/wiki/X-Files_:_Aux_frontières_du_réel
7;Quelle actrice interprète le rôle de Danna Scully dans la série télé X-Files ?;Gillian Anderson;Annabeth Gish;Laurie Holden;Jolie Jenkins;Débutant;Gillian Anderson a été récompensée pour ce rôle par un Golden Globes Award et un Primetime Emmy Award.;http://fr.wikipedia.org/wiki/Gillian_Anderson
8;Quel est le surnom donné à Fox Mulder dans la série télé X-Files ?;Martien;Bibou;Matrix;Biquet;Débutant;Mulder est le nom de jeune fille de la mère de Chris Carter, réalisateur de la série, et Fox est le nom de l'un de ses amis.;http://fr.wikipedia.org/wiki/Fox_Mulder
9;Quel acteur remplace David Duchovny dans les dernières saisons de X-Files ?;Robert Patrick;Robert Pattinson;Robert Wagner;Robert Downey Jr.;Débutant;Robert Patrick a été révélé au cinéma en 1991 par son interprétation du T-1000 dans le second volet de la saga Terminator.;http://fr.wikipedia.org/wiki/Robert_Patrick
10;Quel scénariste, réalisateur et producteur américain a créé la série télévisée X-Files ?;Chris Carter;J.J. Abrams;Guillermo del Toro;Steven Spielberg;Débutant;Chris Carter a reçu en 1999 le PGA Award du producteur de télévision le plus prometteur.;http://fr.wikipedia.org/wiki/Chris_Carter_(scénariste)
